馬,騎手,馬番,走破時間,オッズ,通過順,着順,体重,体重変化,性,齢,斤量,上がり,人気,レース名,日付,開催,クラス,芝・ダート,距離,回り,馬場,天気,場id,場名
サザンジンジャー,柴田大知,2,1:59.9,34.8,13-13-8-7,9,480,0,牡,2,54.0,41.3,9.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,ダ,1800,右,稍,曇,5,中山
エコロゴールド,木幡巧也,9,2:03.9,146.9,11-10-10-10,10,476,0,牡,2,54.0,44.1,14.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,ダ,1800,右,稍,曇,5,中山
トーホウワールド,酒井学,15,2:05.0,27.5,9-9-10-10,11,502,0,牡,2,54.0,45.2,8.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,ダ,1800,右,稍,曇,5,中山
トーセンレスリー,坂井瑠星,5,2:08.0,85.8,14-14-14-14,12,458,0,牡,2,54.0,45.4,11.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,ダ,1800,右,稍,曇,5,中山
レジリエンススター,野中悠太,4,2:08.1,135.6,9-10-13-13,13,470,0,牝,2,54.0,46.8,13.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,ダ,1800,右,稍,曇,5,中山
クインズセージ,田辺裕信,8,2:11.8,63.0,8-8-12-12,14,502,0,牝,2,54.0,51.7,10.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,ダ,1800,右,稍,曇,5,中山
ディアデムエルトス,原優介,6,,293.5,15-15-15-15,15,458,0,牡,2,51.0,,15.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,ダ,1800,右,稍,曇,5,中山
ブルーローズシップ,藤井勘一,11,,---,,16,448,0,牡,2,54.0,,,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,ダ,1800,右,稍,曇,5,中山
インウィクトス,原優介,4,1:11.5,4.7,9-6,1,464,12,牡,3,52.0,36.1,2.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,稍,曇,5,中山
フジノタカネ,ルメール,8,1:11.6,2.2,4-4,2,524,-4,牡,4,57.0,36.7,1.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,稍,曇,5,中山
トモジャバロンド,横山武史,11,1:12.8,8.1,2-2,3,482,2,牡,4,57.0,38.8,5.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,稍,曇,5,中山
セイスケルツォ,内田博幸,3,1:12.9,49.3,7-9,4,508,2,牡,3,55.0,37.6,7.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,稍,曇,5,中山
プレジールドビブル,木幡初也,2,1:12.9,17.9,6-7,5,458,0,牡,3,55.0,37.7,6.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,稍,曇,5,中山
ボウイッシュ,藤田菜七,9,1:13.1,68.9,7-8,6,444,-4,牝,3,51.0,37.8,8.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,稍,曇,5,中山
レムリアンシード,大庭和弥,5,1:13.3,101.8,4-4,7,448,8,牡,3,55.0,38.4,9.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,稍,曇,5,中山
リキサンゴルト,小林脩斗,1,1:13.7,118.1,11-11,8,496,-6,牡,5,54.0,37.1,11.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,稍,曇,5,中山
ジュディシャス,石橋脩,10,1:14.0,5.0,1-1,9,520,4,牡,4,57.0,40.1,3.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,稍,曇,5,中山
ファンファン,北村宏司,7,1:14.3,6.3,3-3,10,444,-6,牡,3,55.0,40.1,4.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,稍,曇,5,中山
ヒューマニズム,秋山稔樹,6,1:18.1,108.6,10-10,11,548,-6,牝,3,50.0,42.5,10.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,稍,曇,5,中山
アヴァノス,丸山元気,14,1:37.7,7.5,8-6-6,1,450,0,牡,2,54.0,35.2,3.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
スマートルグラン,田中勝春,6,1:37.8,18.8,2-2-2,2,424,0,牝,2,54.0,35.7,6.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
ラブバルドー,的場勇人,3,1:38.4,90.5,1-1-1,3,446,0,牝,2,54.0,36.4,11.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
コーヒーソフト,坂井瑠星,15,1:38.4,26.3,9-6-6,4,416,0,牝,2,54.0,35.9,8.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
アメリカンピース,戸崎圭太,11,1:38.4,4.8,2-2-2,5,460,0,牡,2,54.0,36.2,2.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
レヴカ,石橋脩,16,1:38.5,19.9,11-12-8,6,432,0,牝,2,54.0,35.5,7.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
ゴスホーククレスト,北村宏司,4,1:38.6,2.2,15-13-12,7,500,0,牡,2,54.0,35.4,1.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
ドルフィンクエスト,木幡巧也,9,1:39.0,13.6,2-4-4,8,462,0,牡,2,54.0,36.6,5.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
ロイヤルダンス,内田博幸,8,1:39.1,86.8,6-6-8,9,486,0,牡,2,54.0,36.6,10.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
グランエース,野中悠太,12,1:39.2,121.8,11-9-8,10,430,0,牡,2,54.0,36.5,12.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
フッカツノトリデ,木幡初也,13,1:39.2,237.8,6-9-8,11,456,0,牝,2,54.0,36.5,16.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
メリオダス,横山典弘,2,1:39.3,8.0,9-9-13,12,484,0,牡,2,54.0,36.5,4.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
ブルーホープ,原優介,5,1:39.4,194.9,13-14-15,13,448,0,牡,2,51.0,35.5,13.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
ラッキートゥユー,江田照男,10,1:39.5,83.4,2-4-4,14,450,0,牡,2,54.0,37.1,9.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
イエローレンギョウ,木幡育也,7,1:39.9,209.3,14-14-14,15,424,0,牝,2,53.0,36.0,14.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
リョウランチャンプ,菅原隆一,1,1:41.9,225.7,15-16-16,16,440,0,牡,2,54.0,36.8,15.0,2歳新馬,2020年9月13日,4回中山2日目,2歳新馬,芝,1600,右,良,曇,5,中山
ピオノノ,ルメール,4,1:53.0,2.0,2-2-2-2,1,514,2,牡,3,54.0,38.0,1.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1800,右,良,曇,5,中山
アポロティアモ,木幡巧也,7,1:53.1,4.0,1-1-1-1,2,498,-2,牡,3,54.0,38.2,2.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1800,右,良,曇,5,中山
サトノアレックス,Ｍ．デム,8,1:54.2,6.9,8-8-3-3,3,508,10,牡,3,54.0,38.7,4.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1800,右,良,曇,5,中山
ヒロキング,内田博幸,10,1:54.3,7.3,3-3-3-4,4,488,2,牡,3,54.0,38.8,5.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1800,右,良,曇,5,中山
イッツオーライト,北村宏司,5,1:54.8,33.0,4-4-6-4,5,468,4,牡,3,54.0,39.0,6.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1800,右,良,曇,5,中山
ジェイケイエース,田辺裕信,6,1:55.0,6.4,6-6-6-6,6,534,-2,牡,4,57.0,39.2,3.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1800,右,良,曇,5,中山
マクルーバ,秋山稔樹,1,1:56.0,75.8,10-9-5-6,7,472,6,牝,5,52.0,40.3,8.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1800,右,良,曇,5,中山
ハーバーコメット,原優介,3,1:56.2,231.4,6-6-8-8,8,470,-7,牝,4,52.0,40.0,10.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1800,右,良,曇,5,中山
メートルエロー,坂井瑠星,2,1:59.3,61.1,8-9-10-10,9,506,6,牡,3,54.0,41.5,7.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1800,右,良,曇,5,中山
ヴァイスジーニー,野中悠太,9,2:00.8,215.5,4-4-8-9,10,538,16,牡,6,57.0,44.6,9.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1800,右,良,曇,5,中山
フォースオブウィル,柴田善臣,11,1:35.0,8.8,11-7-7,1,460,2,牡,3,55.0,35.1,6.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
ミヤビマドンナ,吉田豊,2,1:35.1,34.8,3-5-5,2,450,-8,牝,3,53.0,35.4,11.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
カレンピピ,杉原誠人,9,1:35.1,8.0,2-3-3,3,444,6,牝,3,53.0,35.6,4.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
オシリスブレイン,田辺裕信,13,1:35.1,4.2,8-7-7,4,488,2,牡,3,55.0,35.2,1.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
マイネルプリンチペ,柴田大知,5,1:35.2,8.5,1-1-1,5,464,4,牡,5,57.0,36.3,5.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
エールグリーツ,津村明秀,12,1:35.3,49.1,13-12-10,6,438,6,牝,5,55.0,35.0,13.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
デンセツノマジョ,横山典弘,7,1:35.4,15.3,14-15-14,7,472,2,牝,5,55.0,34.4,8.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
レッドラルジュ,北村宏司,16,1:35.5,7.5,6-2-2,8,484,10,牝,3,53.0,36.5,3.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
ライフレッスンズ,ルメール,3,1:36.0,5.4,12-14-14,9,506,0,牡,3,55.0,35.3,2.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
アポロヴィクトリア,木幡巧也,10,1:36.0,10.2,3-3-4,10,424,-6,牝,3,53.0,36.4,7.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
ネバーゴーンアウト,菅原明良,6,1:36.1,108.4,8-10-12,11,480,4,牡,3,53.0,36.0,15.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
シュバルツリッター,Ｍ．デム,4,1:36.2,40.6,16-13-12,12,462,-2,セ,5,57.0,35.8,12.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
グローサーベア,大野拓弥,15,1:36.5,79.0,10-10-10,13,466,8,セ,3,55.0,36.4,14.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
サトノファビュラス,田中勝春,14,1:37.3,18.0,3-5-5,14,450,12,牝,3,53.0,37.6,9.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
マリノオードリー,武士沢友,8,1:38.3,349.7,6-7-9,15,488,10,牝,4,55.0,38.4,16.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
トライフォーリアル,横山武史,1,,33.8,14-16-16,16,508,14,牡,3,55.0,,10.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,芝,1600,右,良,曇,5,中山
ブランオラージュ,勝浦正樹,4,1:11.2,13.4,5-5,1,436,-4,セ,6,57.0,36.5,5.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
ベイビーボス,山田敬士,13,1:11.3,3.5,3-2,2,460,4,牡,3,52.0,36.8,2.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
ジョーフォレスト,藤井勘一,6,1:11.4,4.9,2-1,3,500,12,牡,3,55.0,37.0,3.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
ノーブルクロノス,野中悠太,9,1:12.1,46.3,8-7,4,534,-11,牡,4,57.0,37.1,9.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
ダイシンウィット,ルメール,14,1:12.3,2.6,3-2,5,496,4,牡,3,55.0,37.8,1.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
スズカコーズマンボ,小林凌大,5,1:12.5,8.4,11-11,6,468,-4,牡,3,52.0,37.0,4.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
スマートマウアー,武士沢友,7,1:12.6,99.4,8-6,7,502,-8,牡,4,57.0,37.6,10.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
ネオトゥルー,津村明秀,3,1:12.8,36.8,10-10,8,474,8,牡,3,55.0,37.6,8.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
セレンディピア,秋山稔樹,8,1:13.1,17.8,5-7,9,456,-8,牡,3,52.0,38.4,6.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
サンマルフラッシュ,菅原明良,1,1:13.3,194.9,13-13,10,464,-10,牡,4,55.0,37.3,13.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
アイヴィーサ,坂井瑠星,11,1:13.5,125.8,13-13,11,500,4,牝,4,55.0,37.6,11.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
クラウンカーネル,木幡育也,10,1:13.6,222.1,1-2,12,434,4,セ,6,56.0,39.2,14.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
サントマリー,木幡巧也,2,1:13.6,145.5,11-11,13,436,-2,牝,3,53.0,38.2,12.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
コングールテソーロ,大野拓弥,12,1:13.8,19.8,5-9,14,484,4,牡,4,57.0,39.0,7.0,3歳以上1勝クラス,2020年9月13日,4回中山2日目,3歳以上1勝クラス,ダ,1200,右,良,曇,5,中山
デクレアラー,戸崎圭太,5,1:49.6,6.2,4-4-4-3,1,476,2,牡,5,57.0,35.2,3.0,白井特別 ,2020年9月13日,4回中山2日目,3歳以上2勝クラス,芝,1800,右,良,曇,5,中山
ハローユニコーン,田辺裕信,1,1:49.7,11.5,7-7-7-6,2,464,-6,牝,6,55.0,35.0,4.0,白井特別 ,2020年9月13日,4回中山2日目,3歳以上2勝クラス,芝,1800,右,良,曇,5,中山
ヒラボクメルロー,坂井瑠星,7,1:49.7,48.6,1-1-1-1,3,456,4,牝,4,55.0,35.6,8.0,白井特別 ,2020年9月13日,4回中山2日目,3歳以上2勝クラス,芝,1800,右,良,曇,5,中山
エリスライト,ルメール,4,1:50.0,2.7,6-6-6-6,4,460,6,牝,5,55.0,35.4,2.0,白井特別 ,2020年9月13日,4回中山2日目,3歳以上2勝クラス,芝,1800,右,良,曇,5,中山
デジマノハナ,横山典弘,9,1:50.1,2.2,3-3-3-3,5,476,4,牝,3,52.0,35.8,1.0,白井特別 ,2020年9月13日,4回中山2日目,3歳以上2勝クラス,芝,1800,右,良,曇,5,中山
ショワドゥロワ,北村宏司,6,1:50.1,35.9,4-4-4-5,6,508,-8,牡,6,57.0,35.7,7.0,白井特別 ,2020年9月13日,4回中山2日目,3歳以上2勝クラス,芝,1800,右,良,曇,5,中山
ウレキサイト,西村淳也,8,1:50.2,14.8,2-2-2-2,7,506,-4,牡,4,57.0,36.0,5.0,白井特別 ,2020年9月13日,4回中山2日目,3歳以上2勝クラス,芝,1800,右,良,曇,5,中山
イチダイ,内田博幸,2,1:50.2,72.4,9-8-8-8,8,534,0,牡,7,57.0,35.2,9.0,白井特別 ,2020年9月13日,4回中山2日目,3歳以上2勝クラス,芝,1800,右,良,曇,5,中山
アランブレラ,横山武史,3,1:50.7,15.4,7-8-8-8,9,546,-8,牡,5,57.0,35.8,6.0,白井特別 ,2020年9月13日,4回中山2日目,3歳以上2勝クラス,芝,1800,右,良,曇,5,中山
ロードラズライト,坂井瑠星,8,1:09.9,8.5,3-2,1,446,2,セ,5,55.0,35.8,4.0,初風ステークス ,2020年9月13日,4回中山2日目,3歳以上3勝クラス,ダ,1200,右,良,曇,5,中山
シスル,木幡巧也,11,1:10.3,6.5,1-1,2,504,-2,牝,5,53.0,36.4,3.0,初風ステークス ,2020年9月13日,4回中山2日目,3歳以上3勝クラス,ダ,1200,右,良,曇,5,中山
アイアムハヤスギル,田辺裕信,15,1:10.7,8.5,10-9,3,482,2,牡,4,54.0,36.0,5.0,初風ステークス ,2020年9月13日,4回中山2日目,3歳以上3勝クラス,ダ,1200,右,良,曇,5,中山
スナークスター,石橋脩,13,1:10.8,5.0,7-7,4,466,18,セ,4,55.0,36.4,2.0,初風ステークス ,2020年9月13日,4回中山2日目,3歳以上3勝クラス,ダ,1200,右,良,曇,5,中山
ツウカイウイング,横山典弘,14,1:10.8,55.8,14-14,5,470,-2,牡,5,53.0,35.1,13.0,初風ステークス ,2020年9月13日,4回中山2日目,3歳以上3勝クラス,ダ,1200,右,良,曇,5,中山
ノンライセンス,ルメール,6,1:10.9,3.0,5-5,6,466,4,牝,4,53.0,36.7,1.0,初風ステークス ,2020年9月13日,4回中山2日目,3歳以上3勝クラス,ダ,1200,右,良,曇,5,中山
ローレルジャック,武士沢友,5,1:11.2,40.0,12-12,7,492,-8,牡,7,54.0,36.3,12.0,初風ステークス ,2020年9月13日,4回中山2日目,3歳以上3勝クラス,ダ,1200,右,良,曇,5,中山
ハルサカエ,藤田菜七,1,1:11.3,20.7,7-7,8,500,10,牝,4,53.0,36.9,7.0,初風ステークス ,2020年9月13日,4回中山2日目,3歳以上3勝クラス,ダ,1200,右,良,曇,5,中山
アスタースウィング,酒井学,3,1:11.4,30.3,12-12,9,528,10,牡,6,55.0,36.4,10.0,初風ステークス ,2020年9月13日,4回中山2日目,3歳以上3勝クラス,ダ,1200,右,良,曇,5,中山
ヒイナヅキ,野中悠太,9,1:11.4,29.1,5-5,10,458,-4,牝,4,52.0,37.2,9.0,初風ステークス ,2020年9月13日,4回中山2日目,3歳以上3勝クラス,ダ,1200,右,良,曇,5,中山
ターゲリート,戸崎圭太,10,1:11.5,31.4,15-15,11,500,6,牡,7,54.0,35.4,11.0,初風ステークス ,2020年9月13日,4回中山2日目,3歳以上3勝クラス,ダ,1200,右,良,曇,5,中山
